review,rating,date,bank,source,sentiment_label,sentiment_score
After few month stop working. If you don't know why update? Keep it as usual old version.,1,2023-04-18,Commercial Bank of Ethiopia,Google Play,negative,-0.22426666666666664
"Good app. Can you add option to print or save ""Recent Transaction page"".",5,2022-02-13,Commercial Bank of Ethiopia,Google Play,positive,0.57614
"I'm very interested in this app, easily and friendly to use Im so happy of using it, and thank you for update information.",5,2022-02-12,Commercial Bank of Ethiopia,Google Play,positive,0.7582933333333334
Woow!!it's very good app to done your job and it is help us any deposits‚withdrow and transfer details,5,2022-01-19,Commercial Bank of Ethiopia,Google Play,positive,0.81778
Perfect ui But mine is not working now days. Does something happened new? It was working well 3 day back now it say sync failed.. Are u people under mantainance??,1,2021-05-13,Commercial Bank of Ethiopia,Google Play,negative,-0.08498363636363637
New update is very poor. Immediately crashes after Entering pin.,1,2019-03-10,Commercial Bank of Ethiopia,Google Play,negative,-0.39208727272727273
Very convenient to sign in and out as well as mobile service is perfect.,5,2021-11-03,Commercial Bank of Ethiopia,Google Play,positive,0.66018
It makes all personal banking system easy!better it will be best need more updating by adding extra uses!,5,2021-03-25,Commercial Bank of Ethiopia,Google Play,positive,0.56928
Fantastic app! Very good job dear developers! Better than the previous one as it is user friendly!,5,2020-07-23,Commercial Bank of Ethiopia,Google Play,positive,0.7534466666666666
I am happy with this app introduction; the older version was troublesome. Thank you #CBE!!,5,2020-10-25,Commercial Bank of Ethiopia,Google Play,positive,0.5360233333333334
Poor. Sent my money several time also when refresh i can see it statments and it deduct from my acount.,1,2023-12-10,Commercial Bank of Ethiopia,Google Play,negative,-0.36602
It's nice app but some times it's not tell us the right balance specially on Saturday and Sunday,3,2024-02-13,Commercial Bank of Ethiopia,Google Play,positive,0.3014942857142857
I like it but it would be better to show not only recent transactions and should add monthly statement,4,2020-08-11,Commercial Bank of Ethiopia,Google Play,positive,0.4751466666666666
Well designed user interface and easy to use! Great app! Good job developers!✔✔✔,5,2020-09-11,Commercial Bank of Ethiopia,Google Play,positive,0.8487888888888888
Easy and fast to use this apps. Only you have to add to transfer others telebirr! Thanks CBE,5,2024-07-01,Commercial Bank of Ethiopia,Google Play,positive,0.5191133333333333
That's a good app but it 's more fun if you add features like weekly report download in PDF and that's why I gave you 4⭐.,4,2022-04-15,Commercial Bank of Ethiopia,Google Play,positive,0.7265600000000001
I think it's best for us..for the biggest transaction banks..but update it and modernizing throughout technologies.,4,2021-11-20,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
I have been using this app for 3 years and it was great. But now it has big problem. I can't pay bills or transfer money. Please fix it!,5,2023-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.39946000000000004
This version is better than than the previous one and this one didn't find strong internet connection which is its strong side.,5,2021-01-20,Commercial Bank of Ethiopia,Google Play,positive,0.44520000000000004
It doesn't update quickly and display balances please improve so we can rely on the online payments.,2,2024-02-23,Commercial Bank of Ethiopia,Google Play,positive,0.5154733333333333
The best mobile banking app with an excellent user friendly interface. Bravo.,5,2022-12-07,Commercial Bank of Ethiopia,Google Play,positive,0.8579866666666667
this Last update is defective. the app is crashing after I updated it. please do fix it.,2,2019-03-04,Commercial Bank of Ethiopia,Google Play,negative,-0.09186000000000001
Please fix the error popping up after a successful transfer to other bank. It appears as if the transfer is not successful.,4,2024-02-13,Commercial Bank of Ethiopia,Google Play,positive,0.08397333333333333
The most intersting app service that is easy to use and operate. Excellent service.,5,2022-07-04,Commercial Bank of Ethiopia,Google Play,positive,0.7167777777777777
"This app is very good. But, Sometimes it doesn't work properly by the problem of network.",4,2024-07-19,Commercial Bank of Ethiopia,Google Play,neutral,-0.028840000000000005
It is very nice app specially for saving time and avoiding needles services .,5,2020-09-29,Commercial Bank of Ethiopia,Google Play,positive,0.33308857142857146
It will be good to show the balance rather than only showing recent transaction.,1,2021-12-19,Commercial Bank of Ethiopia,Google Play,positive,0.3575733333333333
this application helps us in the fastest way and we can save our time and it is very good because it gives us complete quick response.,5,2023-12-20,Commercial Bank of Ethiopia,Google Play,positive,0.683051111111111
"It is very interesting and useful app, it make easy process of finacial transaction, i like it",5,2022-05-08,Commercial Bank of Ethiopia,Google Play,positive,0.7183844444444444
"It was good to work but It doesn't open for me, although i went twice the bank they have not found any solution.",2,2023-04-30,Commercial Bank of Ethiopia,Google Play,positive,0.06421999999999999
"The app overlaps on other apps after closing, please bring some improvements. The rest is best.",5,2022-05-25,Commercial Bank of Ethiopia,Google Play,positive,0.67396
it doesn't generate financial statements. it is good to allow us to generate our transaction in PDF file,2,2024-03-26,Commercial Bank of Ethiopia,Google Play,positive,0.49154
"It is nice app, but I couldn't see back transactions, it is restricted for recent transactions only.",3,2024-05-19,Commercial Bank of Ethiopia,Google Play,negative,-0.15672
"really appreciate and useful 👍 app ..and happy if u can use more access to buy air tickets, get loans, ....etc...but honestly so glad to use this app..thanks",5,2020-09-02,Commercial Bank of Ethiopia,Google Play,positive,0.7537
It was working good from ET and outside the country but after recent update. No more working!,2,2021-12-30,Commercial Bank of Ethiopia,Google Play,negative,-0.13093
"Thank you for the update. It has been a long long time since the last update, now it seems cool than the old boring one.",5,2020-06-27,Commercial Bank of Ethiopia,Google Play,positive,0.17338666666666666
It ask verification key when i try to open . It leads me which is useless app. I suggest to fix it up...,1,2020-11-14,Commercial Bank of Ethiopia,Google Play,negative,-0.3195666666666666
Very good up. Would be greate if there is a pdf download feature for transfers,4,2022-01-31,Commercial Bank of Ethiopia,Google Play,positive,0.65962
Easy to use and well functioning with limited Internet access. Fantastic app.,5,2024-07-01,Commercial Bank of Ethiopia,Google Play,positive,0.5646073015873017
i tried to transfer 20k to other bank the transaction failed but it deducted from my balance and the other day i tried to transfer 15k to telebirr then it failed again also deducted from balance i dont even know how to trust it after now,1,2024-03-03,Commercial Bank of Ethiopia,Google Play,negative,-0.29576
Much better user experience than the old version. Please add more utility payments like DStv.,5,2020-09-13,Commercial Bank of Ethiopia,Google Play,positive,0.6197066666666666
An easy and very fast transactions compared to dailing *889#. I like this app.,4,2023-04-14,Commercial Bank of Ethiopia,Google Play,positive,0.5344866666666667
"The previous version was better.if our wifi is weak this app is not working even by vpn.Learn from other banks,how to make simple and easy",2,2023-11-26,Commercial Bank of Ethiopia,Google Play,neutral,-0.01866666666666666
"It is the most irritating banking app ever you should update it, it is very irritating tbh.",1,2024-02-20,Commercial Bank of Ethiopia,Google Play,negative,-0.5144
"If you make 2 transfers with the same amount, it will ask to verify, but no option to do so.",3,2024-04-01,Commercial Bank of Ethiopia,Google Play,negative,-0.25289999999999996
"after i updated the app, Refreshing the home page took forever, now it doesn't load at all",1,2021-02-28,Commercial Bank of Ethiopia,Google Play,positive,0.2
This app is verry interesting app ever almost add free and when comparing with other compitant banks app this app more great it work on less data best RTOS👌👌👌,5,2024-03-18,Commercial Bank of Ethiopia,Google Play,positive,0.7574304761904762
it was good app since last update now doesn't work after updating… what happened? please fix the problem ASAP.,2,2019-03-04,Commercial Bank of Ethiopia,Google Play,positive,0.35672
I really loved this app. So much easy and make my transaction's and payment's easy. Great app 👍,4,2022-01-20,Commercial Bank of Ethiopia,Google Play,positive,0.7987466666666666
It was good because of its wide area usage possibility but has so many problem with transaction daily information and availability duration,3,2024-10-15,Commercial Bank of Ethiopia,Google Play,negative,-0.1672
"Great app, it made my daily transactions very easy happy to have it. Kudos!",5,2022-08-04,Commercial Bank of Ethiopia,Google Play,positive,0.8014733333333333
"Good job, but sometimes even with good connection it can't sync.",3,2021-08-02,Commercial Bank of Ethiopia,Google Play,positive,0.70018
Itis excellent application i ever seen i Ethiopia! But if biometric is added it more usable ! Thank you!,5,2024-05-09,Commercial Bank of Ethiopia,Google Play,positive,0.82593
Excellent easy to interact swift time saving. I really enjoy using this app didn't really expect it to be so W⁰ºo0W,5,2024-04-05,Commercial Bank of Ethiopia,Google Play,positive,0.7419533333333334
"I recently updated this app but it completely stop responding...this is very sad,can't even run my business deals.",1,2019-03-08,Commercial Bank of Ethiopia,Google Play,negative,-0.26036000000000004
"Since I have started using the application, I have saved a lot of time. It is very important application for individuals who want to save their time",5,2020-12-15,Commercial Bank of Ethiopia,Google Play,positive,0.6953199999999999
"Great app and you should add a way to transfer from beneficiaries, to prevent manual typing.",4,2023-10-14,Commercial Bank of Ethiopia,Google Play,positive,0.79436
"CBE Mobile banking app is very easy, simple and full of technology. I thank the innovator of this system🙏🙏🙏🙏",5,2024-05-04,Commercial Bank of Ethiopia,Google Play,positive,0.5358377777777779
Compatibility issue is resolved now but the app crash many times when asked to show current statements.,4,2022-11-28,Commercial Bank of Ethiopia,Google Play,negative,-0.19634
"It nice app,but it's not working using wifi ,if you can try to fix .",5,2024-06-21,Commercial Bank of Ethiopia,Google Play,positive,0.49289999999999995
"Easy to use ,clear and pricise, fast confortable for all customers. Kip it up cbe",5,2024-04-01,Commercial Bank of Ethiopia,Google Play,positive,0.5000777777777778
Very useful application which really helps me to use even while I was outside of the country. Thanks.,5,2024-02-28,Commercial Bank of Ethiopia,Google Play,positive,0.58276
"It is not working, informs its synced but, when you request for transaction he doesnt process it",1,2024-03-14,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Recent transactions are all mixed up Rtgs doesn't show up for confirmation or in texts,1,2024-06-04,Commercial Bank of Ethiopia,Google Play,neutral,0.0
The app crashes after the last update. Please fix it.,3,2019-03-05,Commercial Bank of Ethiopia,Google Play,positive,0.19091999999999998
"Simple, clear, smart and easy. Download right now and use it.",4,2022-06-01,Commercial Bank of Ethiopia,Google Play,positive,0.5638666666666667
Now it looks great! We can use ever utilities as simple as it is. Thanks.,4,2020-08-11,Commercial Bank of Ethiopia,Google Play,positive,0.6442
App says phone is rooted while it's actually not after the update. Devs please fix this issue,1,2022-02-16,Commercial Bank of Ethiopia,Google Play,positive,0.19091999999999998
"This is an excellent app. However, it did not work offline please work on it.",5,2022-02-12,Commercial Bank of Ethiopia,Google Play,positive,0.68686
There is a problem with the app after the new update I can't share the transaction,3,2022-09-04,Commercial Bank of Ethiopia,Google Play,negative,-0.2788145454545454
Very good app. But include money transfer from oneself account to others telebirr,5,2022-08-31,Commercial Bank of Ethiopia,Google Play,positive,0.5274399999999999
"Obviously it is improved, but still it lucks exit interface, please fix it",4,2020-08-06,Commercial Bank of Ethiopia,Google Play,positive,0.48756
"the new version is amazing. It has all in one and works, Great job CBE.",5,2020-11-11,Commercial Bank of Ethiopia,Google Play,positive,0.7064484848484849
አፑን ስጠቀም የመጀመሪያዬ ነው ..... This is one of the most user friendly app that i have ever been using on my phone ..... I wish i could give you not 5* but 55* ...keep it up !!,5,2022-05-20,Commercial Bank of Ethiopia,Google Play,positive,0.5579875
Good features. And really very fast..! Amazing from CBE...!!,5,2020-08-07,Commercial Bank of Ethiopia,Google Play,positive,0.7686066666666667
It is very great and helpful app. Easy and helps to save time alot,5,2021-07-09,Commercial Bank of Ethiopia,Google Play,positive,0.8534866666666667
Every time it needs to reconfiger by physical presentation. Why online access is not given to the user?,2,2022-05-04,Commercial Bank of Ethiopia,Google Play,neutral,0.0
"A wonderful app! Easy, reliable, secure and fast!",5,2022-11-22,Commercial Bank of Ethiopia,Google Play,positive,0.7254733333333333
"It's great until few days back but it stop working for me starting Friday it says ""can't sycn"" please solve the problem.",4,2020-09-12,Commercial Bank of Ethiopia,Google Play,negative,-0.41886
It have some bugs get stuck time to time but very easy to use I like it,3,2023-04-20,Commercial Bank of Ethiopia,Google Play,positive,0.7010733333333333
Can't use the application since two weeks. I am outside Ethiopia but not able to transact. It is a disaster,2,2022-02-25,Commercial Bank of Ethiopia,Google Play,negative,-0.5110399999999999
"The last update is not working properly, please fix the bug fast",2,2021-08-13,Commercial Bank of Ethiopia,Google Play,negative,-0.11799333333333334
It have improved... I like this version but if I can see all the month statment is best!,5,2020-06-27,Commercial Bank of Ethiopia,Google Play,positive,0.92308
Nice Improvent in the GUI from CBE but we'll see it the near future if the app has any crashes,4,2020-06-29,Commercial Bank of Ethiopia,Google Play,positive,0.2291133333333333
if you trouble activating it in the bank with mobile data try the wifi its much faster and works,5,2020-10-31,Commercial Bank of Ethiopia,Google Play,negative,-0.24113999999999997
"Excellent app, but limited transfer plz make the app to be tranferred large amount. Thanks",5,2019-03-04,Commercial Bank of Ethiopia,Google Play,positive,0.5234457142857143
It was best app but after updating it doesn't synchronize easily it respond null and become worest app,1,2022-07-17,Commercial Bank of Ethiopia,Google Play,positive,0.29380666666666666
"It used to work fine, but it's not logging in after the recent forced update.",5,2021-06-04,Commercial Bank of Ethiopia,Google Play,negative,-0.31888444444444447
App doesn't work most of the time and refreshing the updates it takes more time,2,2021-01-13,Commercial Bank of Ethiopia,Google Play,positive,0.2
"Everything is perfect, but the transfer history must show the account owner(sender or the receiver)",5,2022-02-14,Commercial Bank of Ethiopia,Google Play,positive,0.59746
Its good app but we cant check statements for past months just recent is availavle Ita good to add this function,4,2020-12-01,Commercial Bank of Ethiopia,Google Play,positive,0.53518
"It is greatly improved and user friendly.i really , enjoy and loved it.",5,2020-07-25,Commercial Bank of Ethiopia,Google Play,positive,0.7903333333333333
The last one week the App is not working even after updating not working please give some solution,1,2022-02-14,Commercial Bank of Ethiopia,Google Play,positive,0.05214
So simplified and easy to use. I suggest you all to download and use it ASAP.,5,2021-10-06,Commercial Bank of Ethiopia,Google Play,positive,0.46595333333333333
Very bad app. It doesn't even tell balances. ብዙ መሻሻል አለበር። I prefer the USSD.,1,2021-01-21,Commercial Bank of Ethiopia,Google Play,negative,-0.7149399999999999
It was nice at the previous versions but at the new update it did not work anything!,1,2020-08-29,Commercial Bank of Ethiopia,Google Play,positive,0.25702505050505053
"The app cannot sync with backend server, keep shown me can't sync",1,2020-12-11,Commercial Bank of Ethiopia,Google Play,neutral,0.0
WI-FI and Mobile data integration is nope! Other updates not worked on Sysy ...,2,2022-02-11,Commercial Bank of Ethiopia,Google Play,neutral,-0.05
"Thak you for your support specaliy who is leaving on bord. Easy access and outstanding. I would like ro sujest all who was leving on bord like me use this up. Blessings,",5,2021-10-12,Commercial Bank of Ethiopia,Google Play,positive,0.7581066666666666
the app stop working when you update it and it has no solution for the problem,1,2019-03-06,Commercial Bank of Ethiopia,Google Play,negative,-0.42366
"I cann't speak a word. without emotion It is a nice app,keep it up by updating",5,2022-06-20,Commercial Bank of Ethiopia,Google Play,positive,0.49289999999999995
"The app is not working, it doesn't show your balance, or you can not make any payments",2,2023-04-14,Commercial Bank of Ethiopia,Google Play,neutral,0.0
Great app guys! Easy to use and sync automatically update.,5,2020-08-10,Commercial Bank of Ethiopia,Google Play,positive,0.7708666666666667
I have list of beneficiaries registered but can not transfer to them. It is throwing 'None available' message.,3,2022-11-11,Commercial Bank of Ethiopia,Google Play,positive,0.29578000000000004
It is Simple and fast mobile banking app. I am really enjoining with it.,5,2022-11-23,Commercial Bank of Ethiopia,Google Play,positive,0.05333333333333334
Fetching transactions is very slow and makes the whole app stacked.,3,2022-03-16,Commercial Bank of Ethiopia,Google Play,neutral,-0.03800000000000001
"Better if we can have an option to save other bank accounts, like we save beneficiaries having CBE accounts. Let's have an option to add beneficiaries with other bank accounts.",4,2022-10-11,Commercial Bank of Ethiopia,Google Play,positive,0.6014133333333332
"I can't able to see account balance ,transfer and other services Performance is bad.",3,2021-03-12,Commercial Bank of Ethiopia,Google Play,negative,-0.36871333333333334
Stops working while u want to use most of the tíme. Please fix the bugs.,4,2022-02-28,Commercial Bank of Ethiopia,Google Play,positive,0.35
I've experienced the best and simple mobile banking I ever had. The latest version is good 👍,5,2023-04-23,Commercial Bank of Ethiopia,Google Play,positive,0.71784
Better UI and functionalities . which is best for me.,4,2020-08-04,Commercial Bank of Ethiopia,Google Play,positive,0.7778400000000001
Excellent app.but while I am out of the app it redirect back to login page by it self,4,2022-12-05,Commercial Bank of Ethiopia,Google Play,positive,0.54314
These is the most rediculous app i have ever seen in my life! You ahould just remove it from play store.,1,2022-02-12,Commercial Bank of Ethiopia,Google Play,positive,0.49017999999999995
"Activation took to much of my time and initial log out was difficult, asking PIN again and again.",3,2020-09-10,Commercial Bank of Ethiopia,Google Play,negative,-0.25672
"Poor update, not exactly show the figure on the time!!",1,2021-08-27,Commercial Bank of Ethiopia,Google Play,negative,-0.4608225
This app is very nice and easy to use! It better to have a small size,4,2022-07-04,Commercial Bank of Ethiopia,Google Play,positive,0.6715466666666666
It doesn't show me my number as well as my amount its always loading and its never stop that.,1,2022-02-23,Commercial Bank of Ethiopia,Google Play,positive,0.30516000000000004
Such a bad application and service u are giving us. Never think using cbe for an emergency situation.,1,2020-11-05,Commercial Bank of Ethiopia,Google Play,negative,-0.4831399999999999
"it has low security system, it require too much space it dose not diserve",2,2022-06-27,Commercial Bank of Ethiopia,Google Play,positive,0.08632000000000001
The application is upgraded to it's best. ADD other feature as per customers experience,5,2020-10-01,Commercial Bank of Ethiopia,Google Play,positive,0.55714
It is good for saving time consuming and fast service giving.,4,2021-01-06,Commercial Bank of Ethiopia,Google Play,positive,0.5691599999999999
I am comfertable with the sevice upto this time. But wish the service be applicable without internet connection. If this is possible more custemers benifits.,4,2022-03-10,Commercial Bank of Ethiopia,Google Play,positive,0.42994
fast & perfect with a good new feuture. thanks & keep it up🙏,5,2021-08-30,Commercial Bank of Ethiopia,Google Play,positive,0.6943690909090908
Its good but Sometimes it doesn't show me my full transaction and lately we haven't been able to transfer anything,4,2022-10-22,Commercial Bank of Ethiopia,Google Play,positive,0.26792
I have use for every purpose. It save me time and the app is a pocket money for me.,5,2022-02-15,Commercial Bank of Ethiopia,Google Play,positive,0.29634
Intuitive and reliable application! Excellent!,5,2021-03-21,Commercial Bank of Ethiopia,Google Play,positive,0.78802
Doesn't work on rooted phone...! Its bad app to use..... You have to develop it again,1,2021-05-28,Commercial Bank of Ethiopia,Google Play,negative,-0.6308799999999999
"A nice app but it has limitations like sometimes stuk to scroldown, late to updete transactions",4,2023-02-19,Commercial Bank of Ethiopia,Google Play,positive,0.4386
last update keeps crashing after inserting pin. fix please!,1,2019-03-05,Commercial Bank of Ethiopia,Google Play,positive,0.22812
This app is good. It is better if the bank has app for ussd *889# like cve birr *847# becaus connection in ethiopia is not good and closed for smoll reason.,5,2020-10-05,Commercial Bank of Ethiopia,Google Play,positive,0.5004
"It stacks in the recent option, can't download the transaction info.",1,2022-12-01,Commercial Bank of Ethiopia,Google Play,neutral,0.0
It is a good up with nice interface.....but it doesn't sych.....pls correct it,4,2020-11-01,Commercial Bank of Ethiopia,Google Play,positive,0.67448
The app can't sync and functioning at all.,1,2022-08-23,Commercial Bank of Ethiopia,Google Play,neutral,0.0
the app is crashing after update. please fix the problem or let us what to do.,5,2019-03-10,Commercial Bank of Ethiopia,Google Play,negative,-0.061619999999999994
Good application but you have to incorporate Paperless bank statement obtaining method and should abolish going to the branch whenever changing a new device and new number for activation.,4,2021-12-07,Commercial Bank of Ethiopia,Google Play,positive,0.3336969696969697
In the next update if it is possible if there is a confirmation requested to confirm the payment again the pin requested before transferring(like telbirr),4,2023-03-09,Commercial Bank of Ethiopia,Google Play,neutral,0.0
"The app is designed well however some actions require assistance and when I called ur bank for assistance, I guess no one cares enough to answer",1,2021-11-01,Commercial Bank of Ethiopia,Google Play,negative,-0.22662
"The limited transaction listing, only to recent list, makes your app of limited help.",1,2023-02-17,Commercial Bank of Ethiopia,Google Play,neutral,-0.029765714285714284
All good except the inability to rotate when rotates my phones.,4,2022-01-24,Commercial Bank of Ethiopia,Google Play,positive,0.31095999999999996
I cant use this app cos it stops syncing after I update the app.,2,2021-05-26,Commercial Bank of Ethiopia,Google Play,negative,-0.09186000000000001
Good user experience. Your backbend requires more work in terms of availability though.,5,2021-12-24,Commercial Bank of Ethiopia,Google Play,positive,0.50424
"If it shows more transactions, it would be nice. But it's still great app",5,2020-09-12,Commercial Bank of Ethiopia,Google Play,positive,0.7453933333333334
It's a good app for android but I can't find it on iPhone apps store pls make it available for iPhone,3,2019-01-10,Commercial Bank of Ethiopia,Google Play,positive,0.42400000000000004
Once you update this application it will stop working even the staff at cbe branch can't fix it.,1,2022-02-14,Commercial Bank of Ethiopia,Google Play,negative,-0.17759999999999998
"So far, it was so good. However, I am very worried since the application is so difficult to update.",5,2022-07-04,Commercial Bank of Ethiopia,Google Play,negative,-0.09904
The application makes my day to day activities very easy and comfotable.,5,2021-07-17,Commercial Bank of Ethiopia,Google Play,positive,0.5209533333333334
"No working direct upgrade, you need to go to a branch everytime there is enhancement",1,2020-12-14,Commercial Bank of Ethiopia,Google Play,negative,-0.13759999999999997
"Best app to transfer money ,, Very fast & update itself immediately",5,2022-08-03,Commercial Bank of Ethiopia,Google Play,positive,0.6341399999999999
It was good until I have many transactions then it started to stack and lagg,2,2022-05-26,Commercial Bank of Ethiopia,Google Play,positive,0.50424
"The app is so nice, but credit & debit must be in service requirements.",4,2023-06-06,Commercial Bank of Ethiopia,Google Play,positive,0.67638
The time it takes for the customer service to solve issues is very impressively bad,1,2022-08-28,Commercial Bank of Ethiopia,Google Play,negative,-0.23139999999999997
This is an amazing application. It is very easy to use and understand. CBE Thanks for making it.,4,2022-06-02,Commercial Bank of Ethiopia,Google Play,positive,0.7048577777777778
Why is the Beneficiary menu removed in this update? I'm using S9+ and running android 10...,3,2023-05-26,Commercial Bank of Ethiopia,Google Play,positive,0.28602
Always 'can't sync' and i can't get solution at the branch office.,1,2020-09-03,Commercial Bank of Ethiopia,Google Play,negative,-0.14466
this is good for nothing and useless where is the verification code you are always back asholes useless and half,1,2021-05-17,Commercial Bank of Ethiopia,Google Play,positive,0.17074666666666666
"it is nice app,but it must have an option to add an other cbe account for multi account users",5,2021-12-14,Commercial Bank of Ethiopia,Google Play,positive,0.3479
Great app but it would be nice if it allow cardless transaction On ATM like abyssinya bank has on its mobile app.,4,2021-10-10,Commercial Bank of Ethiopia,Google Play,positive,0.8180799999999999
Really I am happy by this app is to use and time wise insted of go bank I use my phone to transfer money.,5,2022-04-05,Commercial Bank of Ethiopia,Google Play,positive,0.77658
The recent updated version shows a very short period transactions. Thus it has to be improved and in this regard the previous version was better.,3,2023-03-09,Commercial Bank of Ethiopia,Google Play,positive,0.46437333333333336
This application is very useful I do like it Thank you so much Ethiopian Commercial Bank really you are the best ❤️👍 Please keep it up,5,2021-01-23,Commercial Bank of Ethiopia,Google Play,positive,0.70036
The installed app says this app is rooted you can't open it whats the problem they don't know what they are doing.,1,2021-06-07,Commercial Bank of Ethiopia,Google Play,negative,-0.24113999999999997
Fantastic it's nice to using internationally network to developing world-wide.,4,2022-03-27,Commercial Bank of Ethiopia,Google Play,positive,0.5836933333333333
The problem of this application is ፥ during transfer /tranzaction/pending or dliance problem that means the ricivers can't see the tranzaction at real time,1,2022-08-20,Commercial Bank of Ethiopia,Google Play,negative,-0.31581999999999993
CBE is coming with the updated technology. I am proud to be a customer and staff of this honored Bank. Please make an improvement on app exit request.( 'Are you sure to exit' yes or no),5,2020-07-24,Commercial Bank of Ethiopia,Google Play,positive,0.83054
"Extremely frustrating, correct balance is never displayed.",1,2023-12-16,Commercial Bank of Ethiopia,Google Play,negative,-0.45562
this app is user friendly much easier and more interactive...I just like it.,5,2023-06-10,Commercial Bank of Ethiopia,Google Play,positive,0.6413333333333333
the worst app and bank in Ethiopia ever. Yoy have to come to their branch to start your mobile banking and have way too high transaction fee and hidden cost for every transaction.,1,2024-01-11,Commercial Bank of Ethiopia,Google Play,negative,-0.5091622222222222
"A spectacular app, cutting-edge technology, thanks for your service.",5,2024-01-29,Commercial Bank of Ethiopia,Google Play,positive,0.42424
This good mobile banking app ever used but it says this device is rooted. You cannot run this app on this device,1,2024-10-18,Commercial Bank of Ethiopia,Google Play,positive,0.42291999999999996
It should be more secure if some one knows my pin which is very short 4 digit number can be cheated its worisome to use it,1,2024-01-06,Commercial Bank of Ethiopia,Google Play,positive,0.0726
This version is annoying . all the accounts i have been transfered are removed . No suggustion :-( :-( :-(,1,2024-02-14,Commercial Bank of Ethiopia,Google Play,negative,-0.77156
It is the best application that makes life easier and provides fast service,5,2024-11-30,Commercial Bank of Ethiopia,Google Play,positive,0.7143599999999999
Very stable and easy to use it's way better than any other bank apps,4,2024-01-14,Commercial Bank of Ethiopia,Google Play,positive,0.5930733333333333
"The new version is useless it doesn't work at all, very disappointing.",1,2024-01-24,Commercial Bank of Ethiopia,Google Play,negative,-0.5979848484848485
"I like the other one except for one reason, but it would be cool if the account message is saved quickly",5,2023-11-19,Commercial Bank of Ethiopia,Google Play,positive,0.5620044444444444
Too many bugs e.g the sync never works I have to go frequently to get fixes,2,2024-02-13,Commercial Bank of Ethiopia,Google Play,positive,0.12
"Woow nice app. I think the new update is very nice because after i update it, It didnt ask me to go to branch for authorization.",5,2024-01-05,Commercial Bank of Ethiopia,Google Play,positive,0.6275218181818182
"This app is good, but sometimes, it doesn't show you the bank statement very well",5,2023-09-17,Commercial Bank of Ethiopia,Google Play,positive,0.5504399999999999
"To transfer 10br to telebirr you charge 10br, not just for 10 birr, the same for 1 birr too. what a rubbish",1,2024-02-11,Commercial Bank of Ethiopia,Google Play,neutral,0.0
"it shows only very recent transactions I have made only, which is very disappointing!",1,2023-10-10,Commercial Bank of Ethiopia,Google Play,negative,-0.44778
"Except for the transaction sometimes not reaching destination,it is a good app",4,2023-06-29,Commercial Bank of Ethiopia,Google Play,positive,0.472
Please roll back the update. Everything stops working after recent update,1,2023-09-07,Commercial Bank of Ethiopia,Google Play,positive,0.10674
This app doesn't provides additional and latest features such as Banking service including standing order and ATM registration whatsoever.,1,2023-10-28,Commercial Bank of Ethiopia,Google Play,positive,0.1
Fantastic system but frontline staff need customer service training.,4,2023-08-02,Commercial Bank of Ethiopia,Google Play,positive,0.35092
Too fast also make transaction easily and secure but i have question in visa replacement and new,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,positive,0.32096969696969696
This app is a good app. The best mobile banking app. It is easy and convenient to use. So I gave it 5 stars.,5,2023-09-03,Commercial Bank of Ethiopia,Google Play,positive,0.8094444444444444
It's very especial app but it may have security problem b/c if I change sim card it work,5,2023-12-23,Commercial Bank of Ethiopia,Google Play,neutral,0.01076000000000002
What's new in the latest update? Is it an in-app notification that cannot be opened?,3,2024-02-11,Commercial Bank of Ethiopia,Google Play,positive,0.1272727272727273
Very poor app i have ever seen Cbe needs to work on improving this app. Atleast refresh needs to work,1,2023-10-25,Commercial Bank of Ethiopia,Google Play,negative,-0.29878
"Best and easy application wich i like too. But try to incorporate d/t languages .e.g Afan oromo, somale, etc. to make more easier and convince for these who do not know english and amharic. Just like cbe birr.",5,2022-09-17,Commercial Bank of Ethiopia,Google Play,positive,0.7567933333333333
"Nice app but when i forget my password to reset it must be uninstall the existing and add the new one ,so this not good",5,2024-02-05,Commercial Bank of Ethiopia,Google Play,negative,-0.2792648484848485
"Its fast, easy to use and interactive app!",5,2024-02-13,Commercial Bank of Ethiopia,Google Play,positive,0.44389333333333336
When ever I wanted to transfer an amount or use some other service it keeps saying non available I tried to update it still the same,1,2023-07-01,Commercial Bank of Ethiopia,Google Play,neutral,0.036666666666666674
Good app but needs to add or update mini and long statements of account movement like EBIR APP,4,2023-10-17,Commercial Bank of Ethiopia,Google Play,positive,0.5121399999999999
This Application is super fast and Amazing performance. Thanks CBE,5,2024-01-15,Commercial Bank of Ethiopia,Google Play,positive,0.6679333333333333
It would be best design if you guys include the fingerprint option,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,positive,0.7821400000000001
"The biggest bank in Ethiopia, still couldn't figure out a simple bank statement and transaction history. ዝፍዝፍ ሁላ",1,2024-02-04,Commercial Bank of Ethiopia,Google Play,neutral,0.0
This app is amazing but it stopped working so can you fix the problem,2,2023-12-14,Commercial Bank of Ethiopia,Google Play,negative,-0.08537999999999996
