review,sentiment_label,sentiment_score,keywords,themes
Wonderful update. I use to take a screenshot of my transactions before but now I can share or download the details. Thank you so much. Keep up!,positive,0.74608,"['screenshot transaction', 'transaction share', 'use screenshot', 'share download', 'update use']","['Feature Requests', 'Screenshot/Restrictions']"
It's the most simple and yet most effective app in Ethiopia. I'm really enjoying the usability of the app.,positive,0.6453599999999999,"['usability', 'app enjoy', 'enjoy', 'app']",['Other']
Very useful but after update it's not working properly also transaction history don't display Cleary so pls fix these two things,positive,0.37518,"['fix thing', 'work transaction', 'display', 'update work', 'transaction history']","['Transactions', 'App Performance', 'Feature Requests', 'Transaction History', 'Activation/Registration']"
"This app history is not showing ordered form of transactions, and also after a sending transaction is made, sms is not being sent",neutral,0.0,"['order form', 'app history', 'history order', 'transaction', 'form']","['Transactions', 'Feature Requests', 'Transaction History', 'Notifications']"
it's genuine app..,positive,0.16,['app'],['Other']
always we relay on,neutral,0.0,['relay'],['Other']
Except sometime break down it is good relatively and commission fee should be free to spread digitalization,positive,0.5355044444444443,"['digitalization', 'break', 'commission', 'fee']",['Transactions']
do not work this week,neutral,0.0,"['work week', 'week', 'work']",['Other']
"The page has synchronization issues at first entry, the balance display page will sync after entered one of the front icon and get back to the previous page.",neutral,0.0111111111111111,"['page', 'page sync', 'page synchronization', 'balance display', 'entry']","['Transactions', 'App Performance']"
It is very simple to use and have almost all kinda online services. Am very satisfied with this app.,positive,0.41524,"['use service', 'service app', 'service', 'use', 'app']",['Other']
Well organized and easy access keep it up and also wish all the best......,positive,0.8254066666666666,"['wish', 'access']",['Feature Requests']
Its wonderful app but there something to be correct CBEbirr and other CBE apps need to be integrated in one app.,positive,0.37246,"['integrate app', 'cbebirr', 'integrate', 'cbe app', 'app']",['Feature Requests']
Best application! You have to upgrade additional services like help to withdraw card less amount from ATM machine.,positive,0.6859666666666666,"['application upgrade', 'service help', 'machine', 'withdraw', 'card']",['Transactions']
"it doesn't update status in any network i don't know where it work, please fix this problem it does't work at all",negative,-0.0616199999999999,"['problem work', 'network know', 'update status', 'status', 'know work']",['App Performance']
It has been improved tremendosly. I am now comfortable to use it anytime I want. Good job CBE team.,positive,0.7375,"['use want', 'cbe team', 'team', 'want', 'improve']",['Other']
"It's so convenient, so much improved, you get a message right after you send it.",positive,0.4111228571428571,"['message send', 'message', 'improve', 'send']",['Notifications']
"The new update is user-friendly, interactive and packed with new features. 5 stars!",positive,0.0613636363636363,"['update user', 'user pack', 'pack feature', 'pack', 'star']",['Other']
It might be fake be aware (it’s not working),negative,-0.33602,['work'],['Security Concerns']
It is one of the disappointed Bank you don't suppose to include Ethiopian on your name you don't deserve it.,negative,-0.58602,"['suppose', 'deserve', 'include', 'bank']",['Feature Requests']
"Simple, reliable. And updates regularly. Impressive.",positive,0.50636,['update'],['Other']
"Very useful, but Please add daily foreign exchange rate. Thank you.",positive,0.5314133333333333,"['rate thank', 'exchange rate', 'exchange', 'rate', 'add']","['Feature Requests', 'International Use']"
always CBE is the leading Commercial Bank💪💪💪,neutral,0.0,"['lead bank', 'lead', 'bank']",['Other']
Excellent app which transfers money to another immediately with out waiting that is amazing keep it up....,positive,0.8105600000000001,"['app transfer', 'wait', 'transfer money', 'money', 'transfer']",['Other']
This app is not working properly,neutral,0.0,"['app work', 'work', 'app']","['App Performance', 'Activation/Registration']"
"No text, no update.....",neutral,-0.0481799999999999,"['text', 'update']",['Other']
For the last two weeks the app is not working. Please address the issue as quickly as possible. Urgent action is needed!!,negative,-0.0926266666666666,"['address issue', 'week app', 'action', 'address', 'week']",['Other']
best banking App,positive,0.7821400000000001,"['banking app', 'banking', 'app']",['Other']
it so good app,positive,0.57562,['app'],['Other']
the best app,positive,0.7821400000000001,['app'],['Other']
"This app, Provides speedless service. We must compete in a competitive world. It improves your service.",positive,0.32538,"['provide speedless', 'world improve', 'app provide', 'compete', 'service']",['Other']
It crashes acfter this update...so what is the meaning of releasing V2...previously it was working....oppss...bad app.,neutral,0.0,"['meaning', 'release work', 'work app', 'release', 'crash']",['Other']
The app notification code it's not link phone or email this means if you change phone you can't access your account easily,positive,0.3773333333333333,"['phone', 'phone email', 'phone access', 'change phone', 'email']","['Interface Issues', 'Customer Service', 'Notifications']"
It's really but the pin code is short please update to lon pin or password & fingerprint Please update to new version and put the long password,positive,0.4543963636363636,"['password', 'pin', 'password fingerprint', 'pin password', 'pin code']",['Account Access']
It ia taking forever to load once i signed up ans its been 10days. No change. This is not working.,negative,-0.1775999999999999,"['change work', 'sign', 'load', 'change', 'work']",['Other']
Why are the messages always come to me very late? I can't even see who has deposed the money it's very annoying. You have to fix this,negative,-0.5525599999999999,"['message come', 'money fix', 'come', 'message', 'money']",['Other']
"Very weak and slow to sync and show the balance, pls improve it",negative,-0.15642,"['balance improve', 'sync balance', 'sync', 'improve', 'balance']",['App Performance']
After the new update it is not working at all it doesnot sync and all form of transfer is not working,positive,0.0545454545454545,"['work sync', 'form', 'work', 'update work', 'sync']","['Transactions', 'App Performance', 'Activation/Registration']"
Easy to manipulate. Fast and even working with low speed internet connection.,positive,0.2058244444444444,"['work speed', 'manipulate', 'speed internet', 'internet connection', 'internet']",['Other']
It makes life easy everything is there you are expected only to download this app and use it a bank you can always relay,positive,0.3086844444444444,"['bank relay', 'relay', 'download app', 'use bank', 'make life']","['Feature Requests', 'Screenshot/Restrictions']"
"This app as much as good it was, it fails you in the middle of critical time . With the good reputation this bank has this app should've been something us customers should reply on. But I am very disappointed.",negative,-0.38996,"['reputation', 'reputation bank', 'app fail', 'middle', 'reply']",['Other']
I deleted the app and redownloaded it again but I couldn't connect because it asks an authorisation key number....how do I know it,neutral,0.0,"['redownloade', 'redownloade connect', 'authorisation', 'delete app', 'delete']",['Activation/Registration']
"The worst experience ever, It sends money while showing an error. Such incompetence from a company of this size!",negative,-0.7314799999999999,"['company size', 'incompetence', 'money error', 'size', 'company']",['Other']
These app is beast But the new update is great,positive,0.6483127272727273,"['beast', 'update', 'app']",['Other']
"The app says it failed to transfer the money but it transferred money, so there is a high chance of transferring money twice.",neutral,-0.0139999999999999,"['transfer money', 'money', 'transfer', 'fail transfer', 'say fail']",['Transactions']
The security is very weak and cyber attacks will always happen. Adjust the security,negative,-0.38502,"['security', 'security attack', 'adjust', 'happen']","['Account Access', 'Security Concerns']"
"It keeps on failing to connect to server at intervals , to solve it, install again and activate",negative,-0.21672,"['connect server', 'server', 'install', 'connect', 'activate']",['Activation/Registration']
App still crushing after entering pin! And still no response from tech support!!!!,positive,0.1069,"['response tech', 'tech support', 'tech', 'enter pin', 'app crush']",['Customer Service']
I love this application it is easy to use and fast . i recomed that it may use with out network if it is possible,positive,0.5911733333333333,"['recome', 'recome use', 'love application', 'use network', 'fast']",['App Performance']
"The app is not working, it repeatedly show notify ""can't sync""",neutral,0.0,"['notify', 'sync', 'app work', 'work', 'app']",['Other']
The updated version of the app is fabulous; easy to use and customer friendly.,positive,0.676571111111111,"['use customer', 'version app', 'update version', 'app use', 'customer']",['Other']
"It has been a week since it stop working. How it doesn't work after UPDATE? Need attention. CBE, Please correct it!",positive,0.0604199999999999,"['need attention', 'update need', 'week stop', 'attention', 'correct']","['App Performance', 'Feature Requests']"
This app is helpful and interesting but if you add printing Receipts it become more interesting thank you in advance.,positive,0.7317199999999999,"['receipt thank', 'thank advance', 'advance', 'app add', 'receipt']",['Feature Requests']
"Very convenient, easy to use. The only reason that made me be a CBE customer.",positive,0.3785644444444444,"['reason cbe', 'cbe customer', 'use reason', 'reason', 'customer']",['Other']
I was looking for this application and finally succeeded. It's wonderful application to receive and send money with the speed of light. Thank you so much CBE. I wish you all CBE staffs happy new year. May this year be the year of peace and prosperity for all and everyone. HAPPY ETHIOPIAN NEW YEAR!!! #2017 E.C.🐦,positive,0.7654949431818181,"['year', 'year year', 'peace prosperity', 'prosperity', 'prosperity year']","['Transactions', 'Feature Requests']"
After updating the app the transaction only lasted for only a week and it's not very useful when reviewing your oldest debits.,negative,-0.2472846153846153,"['review debit', 'debit', 'app transaction', 'review', 'week']",['Transactions']
This app is loser app I ever seen.this app is it's not working in verification code.the verification code is not sending!!!😡😡😤,negative,-0.38748,"['app app', 'verification', 'work verification', 'code send', 'app']","['App Performance', 'Account Access', 'Activation/Registration']"
The late updates on my account after transfers that occurs sometimes is the only issue the rest of the app is excellent,positive,0.4364733333333332,"['rest app', 'issue rest', 'update account', 'occur', 'rest']",['Notifications']
"Nice experience from last 3 years Only problem is that, added beneficiary not working. But overall good experience.",positive,0.5324,"['experience', 'beneficiary work', 'experience year', 'work experience', 'add beneficiary']",['Transactions']
"Great app, keep it up. we need more service option to make life easy.",positive,0.7054711111111112,"['option life', 'app need', 'life', 'option', 'need']",['Feature Requests']
Nice feature poor performance..... need upgrades on top up....it doesn't work.,positive,0.1701333333333333,"['upgrade work', 'performance need', 'need upgrade', 'performance', 'upgrade']",['Feature Requests']
The frequent changing of the app by the developers and stop of mobile banking app is disturbing and disappointing. Why do this keep happening?,negative,-0.6295933333333332,"['stop banking', 'app developer', 'happen', 'stop', 'banking app']",['Transactions']
No customer service help and it's in general doesn't fill out the global app's estandard. It was felt.,positive,0.0868,"['help app', 'service help', 'feel', 'customer service', 'help']",['Other']
Going to bank to get verification code won't solve security issue it's just annoying.,negative,-0.71102,"['security issue', 'bank verification', 'verification code', 'solve', 'security']","['Account Access', 'Security Concerns', 'Activation/Registration']"
WOW I am so impressed using this App. It is simple to use and helps digital money transaction.,positive,0.65162,"['use help', 'money transaction', 'help', 'app use', 'money']",['Other']
"Eventhough,this's the biggest bank in Ethiopia there is a deep problem on it's application. NO NETWORK everytime 😔",negative,-0.39138,"['application network', 'bank problem', 'problem application', 'network', 'problem']",['App Performance']
This app is one of the worst app that I used ever u are confused your last recently transaction and when you send money now you get the massage tomorrow or after 3 day,negative,-0.59036,"['massage', 'tomorrow day', 'transaction send', 'tomorrow', 'app transaction']",['Transactions']
After few month stop working. If you don't know why update? Keep it as usual old version.,negative,-0.2242666666666666,"['work know', 'stop work', 'update version', 'month', 'know']",['Other']
"Good app. Can you add option to print or save ""Recent Transaction page"".",positive,0.57614,"['option print', 'save transaction', 'transaction page', 'add option', 'print']","['Transactions', 'Feature Requests', 'Screenshot/Restrictions', 'Transaction History']"
"I'm very interested in this app, easily and friendly to use Im so happy of using it, and thank you for update information.",positive,0.7582933333333334,"['thank update', 'use thank', 'information', 'app use', 'thank']",['Other']
Woow!!it's very good app to done your job and it is help us any deposits‚withdrow and transfer details,positive,0.81778,"['app job', 'job', 'help', 'transfer', 'app']",['Transactions']
Perfect ui But mine is not working now days. Does something happened new? It was working well 3 day back now it say sync failed.. Are u people under mantainance??,negative,-0.0849836363636363,"['work day', 'day', 'people mantainance', 'sync fail', 'happen']","['App Performance', 'Activation/Registration']"
New update is very poor. Immediately crashes after Entering pin.,negative,-0.3920872727272727,"['enter pin', 'update crash', 'enter', 'pin', 'crash']",['Other']
Very convenient to sign in and out as well as mobile service is perfect.,positive,0.66018,"['sign', 'service']",['Account Access']
It makes all personal banking system easy!better it will be best need more updating by adding extra uses!,positive,0.56928,"['add use', 'banking need', 'update add', 'make banking', 'need update']",['Feature Requests']
Fantastic app! Very good job dear developers! Better than the previous one as it is user friendly!,positive,0.7534466666666666,"['job developer', 'job', 'developer', 'user']",['Other']
I am happy with this app introduction; the older version was troublesome. Thank you #CBE!!,positive,0.5360233333333334,"['version thank', 'version', 'thank', 'app']",['Other']
Poor. Sent my money several time also when refresh i can see it statments and it deduct from my acount.,negative,-0.36602,"['acount', 'statment', 'money time', 'deduct', 'send money']","['Transactions', 'App Performance']"
It's nice app but some times it's not tell us the right balance specially on Saturday and Sunday,positive,0.3014942857142857,"['tell balance', 'app time', 'tell', 'balance', 'time']",['Transactions']
I like it but it would be better to show not only recent transactions and should add monthly statement,positive,0.4751466666666666,"['transaction add', 'add statement', 'statement', 'add', 'like']","['Feature Requests', 'Transaction History']"
Well designed user interface and easy to use! Great app! Good job developers!✔✔✔,positive,0.8487888888888888,"['design user', 'interface use', 'job developer', 'app job', 'user interface']",['Interface Issues']
Easy and fast to use this apps. Only you have to add to transfer others telebirr! Thanks CBE,positive,0.5191133333333333,"['add transfer', 'transfer telebirr', 'app add', 'telebirr', 'use app']","['Transactions', 'Feature Requests']"
That's a good app but it 's more fun if you add features like weekly report download in PDF and that's why I gave you 4⭐.,positive,0.7265600000000001,"['report download', 'pdf', 'add feature', 'app add', 'report']","['Feature Requests', 'Screenshot/Restrictions']"
I think it's best for us..for the biggest transaction banks..but update it and modernizing throughout technologies.,positive,0.7821400000000001,"['modernize', 'transaction bank', 'technology', 'think', 'transaction']",['Transactions']
I have been using this app for 3 years and it was great. But now it has big problem. I can't pay bills or transfer money. Please fix it!,positive,0.39946,"['problem pay', 'money fix', 'pay transfer', 'year problem', 'app year']",['Transactions']
This version is better than than the previous one and this one didn't find strong internet connection which is its strong side.,positive,0.4452,"['internet connection', 'internet', 'connection', 'version']",['App Performance']
It doesn't update quickly and display balances please improve so we can rely on the online payments.,positive,0.5154733333333333,"['rely payment', 'balance improve', 'display balance', 'rely', 'display']",['Other']
The best mobile banking app with an excellent user friendly interface. Bravo.,positive,0.8579866666666667,"['user interface', 'app user', 'interface', 'banking app', 'user']","['Transactions', 'Interface Issues']"
this Last update is defective. the app is crashing after I updated it. please do fix it.,negative,-0.09186,"['update', 'update fix', 'crash update', 'app crash', 'update app']",['Other']
Please fix the error popping up after a successful transfer to other bank. It appears as if the transfer is not successful.,positive,0.0839733333333333,"['error pop', 'transfer', 'pop', 'appear', 'transfer bank']","['Transactions', 'App Performance']"
The most intersting app service that is easy to use and operate. Excellent service.,positive,0.7167777777777777,"['intersting', 'intersting app', 'service', 'service use', 'operate']",['Other']
"This app is very good. But, Sometimes it doesn't work properly by the problem of network.",neutral,-0.02884,"['problem network', 'work problem', 'network', 'app work', 'problem']",['App Performance']
It is very nice app specially for saving time and avoiding needles services .,positive,0.3330885714285714,"['avoid', 'app save', 'save time', 'save', 'service']",['Other']
It will be good to show the balance rather than only showing recent transaction.,positive,0.3575733333333333,"['balance transaction', 'balance', 'transaction']",['Transactions']
this application helps us in the fastest way and we can save our time and it is very good because it gives us complete quick response.,positive,0.683051111111111,"['time response', 'application help', 'response', 'save time', 'way']","['Screenshot/Restrictions', 'Transaction History']"
"It is very interesting and useful app, it make easy process of finacial transaction, i like it",positive,0.7183844444444444,"['app process', 'process transaction', 'process', 'like', 'transaction']",['Other']
"It was good to work but It doesn't open for me, although i went twice the bank they have not found any solution.",positive,0.0642199999999999,"['open bank', 'work open', 'solution', 'open', 'bank']",['Other']
"The app overlaps on other apps after closing, please bring some improvements. The rest is best.",positive,0.67396,"['overlap', 'overlap app', 'app closing', 'closing', 'rest']",['Other']
it doesn't generate financial statements. it is good to allow us to generate our transaction in PDF file,positive,0.49154,"['generate', 'pdf file', 'statement allow', 'file', 'pdf']","['Transactions', 'Feature Requests', 'Screenshot/Restrictions']"
"It is nice app, but I couldn't see back transactions, it is restricted for recent transactions only.",negative,-0.15672,"['restrict transaction', 'restrict', 'transaction', 'app transaction', 'app']",['Other']
"really appreciate and useful 👍 app ..and happy if u can use more access to buy air tickets, get loans, ....etc...but honestly so glad to use this app..thanks",positive,0.7537,"['buy air', 'loan', 'ticket', 'air', 'appreciate app']",['Other']
It was working good from ET and outside the country but after recent update. No more working!,negative,-0.13093,"['work', 'update work', 'country', 'update']",['Other']
"Thank you for the update. It has been a long long time since the last update, now it seems cool than the old boring one.",positive,0.1733866666666666,"['thank update', 'time update', 'update time', 'update', 'thank']",['Other']
It ask verification key when i try to open . It leads me which is useless app. I suggest to fix it up...,negative,-0.3195666666666666,"['app suggest', 'lead app', 'try open', 'ask verification', 'suggest']","['Account Access', 'Feature Requests', 'Activation/Registration']"
Very good up. Would be greate if there is a pdf download feature for transfers,positive,0.65962,"['pdf download', 'feature transfer', 'pdf', 'download', 'feature']","['Feature Requests', 'Screenshot/Restrictions']"
Easy to use and well functioning with limited Internet access. Fantastic app.,positive,0.5646073015873017,"['internet access', 'use function', 'internet', 'function', 'access']",['Other']
i tried to transfer 20k to other bank the transaction failed but it deducted from my balance and the other day i tried to transfer 15k to telebirr then it failed again also deducted from balance i dont even know how to trust it after now,negative,-0.29576,"['deduct balance', 'try transfer', 'deduct', 'balance', 'try']",['Transactions']
Much better user experience than the old version. Please add more utility payments like DStv.,positive,0.6197066666666666,"['payment dstv', 'add utility', 'dstv', 'experience version', 'version add']","['Transactions', 'Feature Requests']"
An easy and very fast transactions compared to dailing *889#. I like this app.,positive,0.5344866666666667,"['compare', 'like app', 'like', 'transaction', 'app']",['Other']
"The previous version was better.if our wifi is weak this app is not working even by vpn.Learn from other banks,how to make simple and easy",neutral,-0.0186666666666666,"['work bank', 'wifi', 'app work', 'version', 'bank']","['App Performance', 'Activation/Registration']"
"It is the most irritating banking app ever you should update it, it is very irritating tbh.",negative,-0.5144,"['irritate', 'tbh', 'app update', 'banking app', 'banking']",['Other']
"If you make 2 transfers with the same amount, it will ask to verify, but no option to do so.",negative,-0.2528999999999999,"['verify', 'ask', 'option', 'transfer']",['Feature Requests']
"after i updated the app, Refreshing the home page took forever, now it doesn't load at all",positive,0.2,"['refresh home', 'page load', 'home page', 'home', 'refresh']",['Other']
This app is verry interesting app ever almost add free and when comparing with other compitant banks app this app more great it work on less data best RTOS👌👌👌,positive,0.7574304761904762,"['app app', 'rto', 'app', 'work datum', 'compare bank']",['Feature Requests']
it was good app since last update now doesn't work after updating… what happened? please fix the problem ASAP.,positive,0.35672,"['happen fix', 'problem asap', 'update', 'fix problem', 'asap']",['App Performance']
I really loved this app. So much easy and make my transaction's and payment's easy. Great app 👍,positive,0.7987466666666666,"['transaction payment', 'payment app', 'app transaction', 'love app', 'payment']",['Other']
It was good because of its wide area usage possibility but has so many problem with transaction daily information and availability duration,negative,-0.1672,"['availability', 'usage', 'problem transaction', 'area', 'information']",['Transactions']
"Great app, it made my daily transactions very easy happy to have it. Kudos!",positive,0.8014733333333333,"['kudo', 'app transaction', 'transaction', 'app']",['Other']
"Good job, but sometimes even with good connection it can't sync.",positive,0.70018,"['connection', 'job', 'sync']",['App Performance']
Itis excellent application i ever seen i Ethiopia! But if biometric is added it more usable ! Thank you!,positive,0.82593,"['application ethiopia', 'ethiopia', 'add', 'thank', 'application']",['Account Access']
Excellent easy to interact swift time saving. I really enjoy using this app didn't really expect it to be so W⁰ºo0W,positive,0.7419533333333334,"['saving enjoy', 'saving', 'enjoy app', 'app expect', 'enjoy']",['Other']
"I recently updated this app but it completely stop responding...this is very sad,can't even run my business deals.",negative,-0.26036,"['respond run', 'run business', 'deal', 'stop respond', 'app stop']",['Other']
"Since I have started using the application, I have saved a lot of time. It is very important application for individuals who want to save their time",positive,0.6953199999999999,"['save', 'individual', 'save lot', 'time application', 'lot time']","['Feature Requests', 'Screenshot/Restrictions', 'Transaction History']"
"Great app and you should add a way to transfer from beneficiaries, to prevent manual typing.",positive,0.79436,"['way transfer', 'prevent', 'app add', 'beneficiary', 'way']","['Transactions', 'Feature Requests']"
"CBE Mobile banking app is very easy, simple and full of technology. I thank the innovator of this system🙏🙏🙏🙏",positive,0.5358377777777779,"['app technology', 'technology thank', 'technology', 'banking app', 'thank']",['Transactions']
Compatibility issue is resolved now but the app crash many times when asked to show current statements.,negative,-0.19634,"['resolve app', 'compatibility', 'compatibility issue', 'issue resolve', 'resolve']",['App Performance']
"It nice app,but it's not working using wifi ,if you can try to fix .",positive,0.4928999999999999,"['work wifi', 'try fix', 'wifi', 'try', 'fix']","['App Performance', 'Activation/Registration']"
"Easy to use ,clear and pricise, fast confortable for all customers. Kip it up cbe",positive,0.5000777777777778,"['customer', 'use']",['Other']
Very useful application which really helps me to use even while I was outside of the country. Thanks.,positive,0.58276,"['country thank', 'help use', 'use country', 'application help', 'country']",['Other']
"It is not working, informs its synced but, when you request for transaction he doesnt process it",neutral,0.0,"['inform', 'request transaction', 'transaction process', 'request', 'process']","['Transactions', 'Feature Requests']"
Recent transactions are all mixed up Rtgs doesn't show up for confirmation or in texts,neutral,0.0,"['rtgs confirmation', 'mix', 'confirmation text', 'rtgs', 'confirmation']","['Transaction History', 'Notifications']"
The app crashes after the last update. Please fix it.,positive,0.1909199999999999,"['update fix', 'crash update', 'app crash', 'crash', 'fix']",['Other']
"Simple, clear, smart and easy. Download right now and use it.",positive,0.5638666666666667,"['download use', 'download', 'use']","['Feature Requests', 'Screenshot/Restrictions']"
Now it looks great! We can use ever utilities as simple as it is. Thanks.,positive,0.6442,"['look use', 'utility', 'look', 'thank', 'use']",['Other']
App says phone is rooted while it's actually not after the update. Devs please fix this issue,positive,0.1909199999999999,"['root update', 'say phone', 'phone root', 'fix issue', 'root']",['Other']
"This is an excellent app. However, it did not work offline please work on it.",positive,0.68686,"['work work', 'work', 'app work', 'app']",['Other']
There is a problem with the app after the new update I can't share the transaction,negative,-0.2788145454545454,"['update share', 'share transaction', 'problem app', 'share', 'app update']","['Transactions', 'Screenshot/Restrictions']"
Very good app. But include money transfer from oneself account to others telebirr,positive,0.5274399999999999,"['app include', 'transfer account', 'money transfer', 'telebirr', 'include']","['Transactions', 'Feature Requests']"
"Obviously it is improved, but still it lucks exit interface, please fix it",positive,0.48756,"['exit', 'luck', 'interface', 'improve', 'fix']",['Other']
"the new version is amazing. It has all in one and works, Great job CBE.",positive,0.7064484848484849,"['version work', 'job', 'version', 'work']",['Other']
አፑን ስጠቀም የመጀመሪያዬ ነው ..... This is one of the most user friendly app that i have ever been using on my phone ..... I wish i could give you not 5* but 55* ...keep it up !!,positive,0.5579875,"['ስጠቀም', 'ስጠቀም user', 'app phone', 'user app', 'wish']","['Feature Requests', 'Interface Issues']"
Good features. And really very fast..! Amazing from CBE...!!,positive,0.7686066666666667,['feature'],['Other']
It is very great and helpful app. Easy and helps to save time alot,positive,0.8534866666666667,"['alot', 'app help', 'save time', 'save', 'help']","['Screenshot/Restrictions', 'Transaction History']"
Every time it needs to reconfiger by physical presentation. Why online access is not given to the user?,neutral,0.0,"['reconfiger', 'reconfiger presentation', 'time need', 'access', 'user']",['Other']
"A wonderful app! Easy, reliable, secure and fast!",positive,0.7254733333333333,['app'],['Other']
"It's great until few days back but it stop working for me starting Friday it says ""can't sycn"" please solve the problem.",negative,-0.41886,"['say sycn', 'day stop', 'work start', 'solve problem', 'stop work']",['Other']
It have some bugs get stuck time to time but very easy to use I like it,positive,0.7010733333333333,"['stick time', 'time time', 'time', 'time use', 'use like']",['App Performance']
Can't use the application since two weeks. I am outside Ethiopia but not able to transact. It is a disaster,negative,-0.5110399999999999,"['application week', 'transact', 'disaster', 'use application', 'week']",['International Use']
"The last update is not working properly, please fix the bug fast",negative,-0.1179933333333333,"['work fix', 'fix bug', 'update work', 'bug', 'fix']","['App Performance', 'Activation/Registration']"
It have improved... I like this version but if I can see all the month statment is best!,positive,0.92308,"['like version', 'statment', 'month', 'improve', 'version']",['Other']
Nice Improvent in the GUI from CBE but we'll see it the near future if the app has any crashes,positive,0.2291133333333333,"['gui', 'future', 'app crash', 'crash', 'app']",['Other']
if you trouble activating it in the bank with mobile data try the wifi its much faster and works,negative,-0.2411399999999999,"['trouble', 'wifi', 'datum', 'activate', 'try']",['Other']
"Excellent app, but limited transfer plz make the app to be tranferred large amount. Thanks",positive,0.5234457142857143,"['tranferre', 'transfer app', 'app transfer', 'app', 'thank']",['Transactions']
It was best app but after updating it doesn't synchronize easily it respond null and become worest app,positive,0.2938066666666666,"['respond null', 'synchronize', 'respond', 'app update', 'app']",['Other']
"It used to work fine, but it's not logging in after the recent forced update.",negative,-0.3188844444444444,"['work log', 'log', 'update', 'work']",['Other']
App doesn't work most of the time and refreshing the updates it takes more time,positive,0.2,"['refresh update', 'time refresh', 'update time', 'time', 'work time']",['App Performance']
"Everything is perfect, but the transfer history must show the account owner(sender or the receiver)",positive,0.59746,"['transfer history', 'receiver', 'history', 'account', 'transfer']","['Transactions', 'Feature Requests', 'Transaction History']"
Its good app but we cant check statements for past months just recent is availavle Ita good to add this function,positive,0.53518,"['app check', 'function', 'month', 'check', 'statement']",['Feature Requests']
"It is greatly improved and user friendly.i really , enjoy and loved it.",positive,0.7903333333333333,"['improve user', 'enjoy', 'improve', 'love', 'user']",['Other']
The last one week the App is not working even after updating not working please give some solution,positive,0.05214,"['work solution', 'week app', 'work', 'solution', 'work update']","['App Performance', 'Activation/Registration']"
So simplified and easy to use. I suggest you all to download and use it ASAP.,positive,0.4659533333333333,"['download use', 'suggest', 'use', 'asap', 'download']","['Feature Requests', 'Screenshot/Restrictions']"
Very bad app. It doesn't even tell balances. ብዙ መሻሻል አለበር። I prefer the USSD.,negative,-0.7149399999999999,"['መሻሻል prefer', 'ብዙ መሻሻል', 'መሻሻል', 'tell balance', 'app tell']",['Other']
It was nice at the previous versions but at the new update it did not work anything!,positive,0.2570250505050505,"['version update', 'update work', 'version', 'update', 'work']",['Other']
"The app cannot sync with backend server, keep shown me can't sync",neutral,0.0,"['sync', 'app sync', 'server', 'app']",['App Performance']
WI-FI and Mobile data integration is nope! Other updates not worked on Sysy ...,neutral,-0.05,"['work sysy', 'integration', 'fi datum', 'fi', 'datum']",['Other']
"Thak you for your support specaliy who is leaving on bord. Easy access and outstanding. I would like ro sujest all who was leving on bord like me use this up. Blessings,",positive,0.7581066666666666,"['bord', 'leave', 'support', 'access', 'like']","['Feature Requests', 'Customer Service']"
the app stop working when you update it and it has no solution for the problem,negative,-0.42366,"['solution problem', 'solution', 'stop work', 'work update', 'stop']",['Customer Service']
"I cann't speak a word. without emotion It is a nice app,keep it up by updating",positive,0.4928999999999999,"['speak', 'word', 'app update', 'update', 'app']",['Other']
"The app is not working, it doesn't show your balance, or you can not make any payments",neutral,0.0,"['balance payment', 'work balance', 'payment', 'app work', 'balance']",['Other']
Great app guys! Easy to use and sync automatically update.,positive,0.7708666666666667,"['guy use', 'use sync', 'sync update', 'guy', 'sync']",['App Performance']
I have list of beneficiaries registered but can not transfer to them. It is throwing 'None available' message.,positive,0.29578,"['register transfer', 'register', 'beneficiary', 'list', 'message']",['Transactions']
It is Simple and fast mobile banking app. I am really enjoining with it.,positive,0.0533333333333333,['banking'],['Transactions']
Fetching transactions is very slow and makes the whole app stacked.,neutral,-0.038,"['app stack', 'make app', 'transaction make', 'stack', 'make']",['App Performance']
"Better if we can have an option to save other bank accounts, like we save beneficiaries having CBE accounts. Let's have an option to add beneficiaries with other bank accounts.",positive,0.6014133333333332,"['bank account', 'beneficiary', 'account', 'save', 'option']","['Feature Requests', 'Screenshot/Restrictions', 'Transaction History']"
"I can't able to see account balance ,transfer and other services Performance is bad.",negative,-0.3687133333333333,"['service performance', 'transfer service', 'balance transfer', 'account balance', 'performance']",['Transactions']
Stops working while u want to use most of the tíme. Please fix the bugs.,positive,0.35,"['work want', 'want use', 'fix bug', 'stop work', 'want']",['Feature Requests']
I've experienced the best and simple mobile banking I ever had. The latest version is good 👍,positive,0.71784,"['experience banking', 'experience', 'version', 'banking']",['Transactions']
Better UI and functionalities . which is best for me.,positive,0.7778400000000001,"['functionality', 'ui']",['Other']
Excellent app.but while I am out of the app it redirect back to login page by it self,positive,0.54314,"['page self', 'redirect login', 'app redirect', 'login page', 'redirect']","['Account Access', 'Interface Issues']"
These is the most rediculous app i have ever seen in my life! You ahould just remove it from play store.,positive,0.4901799999999999,"['remove play', 'play store', 'app life', 'store', 'remove']",['Other']
"Activation took to much of my time and initial log out was difficult, asking PIN again and again.",negative,-0.25672,"['time log', 'ask pin', 'activation', 'log', 'pin']","['Account Access', 'Transaction History']"
"Poor update, not exactly show the figure on the time!!",negative,-0.4608225,"['figure', 'time', 'update']",['Other']
